200000 200000
1 17139 144880
1 125102 170824
0 51161 170699
1 34265 68343
0 181666 182679
2 73337 92659
1 42826 75110
1 2151 118391
0 26963 170456
1 5832 148607
1 107996 165746
1 7200 195862
0 58361 115588
1 92626 140774
0 2431 190644
1 63982 173269
1 23160 117291
2 57903 147308
1 28359 192428
2 60315 150543
1 14688 174892
2 30293 170754
1 2695 100370
1 57498 59821
2 82970 178604
1 91120 151873
1 24634 185516
0 33258 132825
2 41605 160385
2 18272 114475
1 133525 149312
2 118322 179605
0 79975 110319
0 53826 77029
1 52718 136796
1 135404 144268
1 85254 198423
1 84603 118512
1 145039 195249
2 109725 150186
1 43250 105876
2 152811 161572
0 86852 188243
0 139940 181625
2 52849 150695
2 60714 86099
2 20453 84523
0 82061 85478
2 76493 146869
1 28883 97055
0 119284 199545
1 35871 188447
1 75299 135451
1 131591 147711
0 13796 100792
2 16678 77858
2 98312 196532
2 96725 145288
0 89570 128909
1 107780 118453
2 34350 196375
2 70222 160925
1 3400 122025
0 34118 69736
0 46461 199885
2 9499 132915
2 129447 174989
1 74735 141354
2 3645 109550
1 24615 111425
1 24152 36735
2 84492 101430
0 104830 120695
1 138948 148550
1 24347 185409
2 937 111260
1 2602 139033
2 8145 60308
1 169858 173982
1 110825 145741
1 35954 63913
2 64757 76870
2 104359 185452
1 50354 170226
1 74702 105830
2 75639 157670
2 131024 142426
1 55521 172980
1 78270 145855
1 91596 103557
1 43903 156621
2 120773 150190
2 45188 141484
1 111711 161369
2 16497 133893
2 91563 173387
1 41537 150341
1 123322 144993
1 117944 192405
1 21502 42380
0 3181 94475
1 27894 161017
0 117365 122558
0 83927 108640
1 16776 66621
1 99305 190163
1 31700 123979
1 93045 196030
2 85451 123601
2 127831 197028
1 47364 78403
2 3681 75259
0 166084 192624
1 17616 69971
2 1922 84237
1 67765 99894
1 23874 25172
2 19904 49273
1 59857 80343
2 56885 145710
1 51640 148931
2 55321 162980
1 21405 138046
0 7729 152022
2 9651 166277
1 193768 197308
1 18503 18941
0 68214 187751
1 50044 64909
1 114140 126972
1 22419 75903
1 61711 155235
1 9633 92614
0 32493 161655
0 44284 189988
2 31721 157945
2 89700 176448
0 80551 171553
2 130595 189662
0 67628 161087
1 118832 183507
0 21677 161570
1 54185 96195
2 3030 192118
2 12123 193019
1 41778 141092
2 30792 181554
1 56623 118697
2 108359 116258
0 40803 92339
1 92319 127524
2 52443 65553
1 51451 161748
1 70218 176444
2 82341 179444
2 26729 40472
1 138378 148311
1 46342 111354
0 27612 141276
1 68415 166805
2 77087 153422
1 39898 129530
2 87945 180981
1 73777 190176
2 11790 53222
2 142775 196303
2 131204 144615
2 150425 190957
2 4695 48585
1 15390 83676
1 54997 85165
1 41415 70193
1 129360 150943
2 35889 109792
1 47679 138860
1 106807 166622
1 34855 154363
1 21141 157819
1 25836 192137
1 109513 170420
2 80862 100766
1 24551 151055
2 77866 101998
1 11791 28515
0 52942 67003
1 33625 46942
1 37246 184833
0 88517 142652
1 51142 130745
1 21562 137910
1 38680 160466
0 63231 184538
1 50026 141097
2 44875 85965
1 75612 138907
2 70381 185849
2 88309 139448
1 27965 60601
1 54033 158711
2 12973 189654
2 151140 173439
1 157978 193488
2 8004 103244
2 114998 169231
1 44844 171247
2 31577 178147
1 119887 135025
1 160384 180488
1 34521 161100
2 12957 24176
2 2729 91668
1 31180 85157
1 39215 188401
1 19751 104699
1 139796 190998
2 85497 146504
1 20523 139061
1 97259 187419
1 58359 63742
1 15128 187669
1 63135 190398
2 21578 117286
0 60793 129415
1 65901 165492
2 21640 87970
0 84496 154883
2 23558 53373
0 127329 188103
1 186968 191071
1 6199 136707
1 26974 185686
2 102973 125262
1 148740 192354
1 80552 130993
0 18963 188500
2 3799 90198
2 59924 104595
1 48027 142266
0 34995 77196
2 88055 186838
1 31381 84149
1 156643 171858
1 65350 81146
1 145902 167579
1 134402 135856
1 42126 54553
1 32893 159148
1 17766 163569
1 21575 94963
1 81801 187003
2 82303 158631
1 32297 54161
0 125288 135307
2 19238 167019
2 71447 139744
0 29925 47785
2 62818 162376
1 20539 26388
2 43081 164315
2 100618 151318
2 26301 162563
0 58598 172241
1 138562 183886
2 150906 170234
2 7002 147807
1 54787 92487
0 133515 175369
1 70406 133751
1 109899 113487
1 97363 130458
2 9373 82980
1 34548 181614
2 120176 156629
0 90410 130370
1 39702 154570
0 20480 47057
2 138778 147536
2 72529 137411
2 98781 186377
1 112496 199659
2 164259 195476
2 30024 71512
1 37364 103005
2 33376 187103
2 4099 189430
2 9910 28098
1 23237 73799
2 127562 151891
2 113939 150951
2 96203 113598
1 171913 194209
1 56996 65722
2 19438 123693
2 6541 26919
2 10641 136907
1 1465 38739
2 29432 61976
2 130219 196178
1 35454 197523
1 6214 93726
1 65640 173119
1 38988 51851
1 79034 160608
1 88722 105953
2 159212 166564
1 150188 160677
1 143722 190109
2 11056 186288
1 5951 138094
1 31138 144308
1 33779 169924
1 19271 85631
1 50692 162591
1 101551 167665
1 50581 75304
2 769 59698
1 144491 199184
1 71899 116998
2 77851 165031
2 108989 126940
1 182575 195265
2 14536 20202
1 96817 181580
1 52467 199484
1 30421 74788
2 134487 167588
2 133671 181783
2 167021 186088
1 48404 176681
2 138072 175344
2 74271 127420
1 10825 183251
2 107643 124713
2 76462 145118
0 49540 106883
2 120895 190823
1 109371 172607
2 75047 158690
2 79909 168081
1 78979 106153
0 103391 149925
0 123068 133176
2 57889 73633
1 119359 122131
2 53761 85251
1 122498 176532
2 33789 148221
1 24718 106912
1 15371 186821
1 138077 182153
1 85544 152480
2 124964 157506
2 57005 114949
1 37081 180500
1 90842 96808
2 67374 120000
1 17516 50368
1 42234 69694
2 57605 164068
2 26523 112035
1 64515 195132
1 22021 30018
2 81728 195378
0 24032 92230
1 85696 189039
2 25391 148963
1 51080 192111
0 101419 178158
2 58578 58670
2 85102 119095
1 161672 196586
1 26604 122498
2 8287 24684
2 9026 165069
1 50765 163198
1 116080 124565
2 69658 83512
1 32267 184932
1 153462 159954
1 132262 195401
1 73426 139450
2 127504 195924
2 4211 137580
2 59386 129590
2 9140 73422
1 76498 133705
2 21317 119715
2 74599 151982
2 105444 189688
1 79707 154059
1 9861 171180
2 53717 59239
1 90254 107649
0 167035 178657
2 40458 115778
2 20015 33308
1 156685 170977
2 45576 93219
1 14685 151616
1 12457 147675
2 5631 118855
2 94446 188583
1 101052 167459
2 66899 79710
1 95928 195488
2 131855 134098
2 22326 88540
1 30269 181759
2 106546 112796
2 88268 125254
1 47237 56753
1 35099 35821
0 67163 119632
2 6876 186531
2 82460 146328
1 126239 132910
1 139457 155236
1 101857 156357
2 8404 18833
2 13024 32925
2 69778 111045
0 104877 108021
1 88392 115795
2 11620 140973
0 129510 157949
0 84188 146238
1 139997 178470
1 96354 131947
2 67183 115187
2 31567 64465
0 37558 175510
0 90786 199883
2 12539 32030
1 53924 173004
2 18866 81841
1 108570 165104
0 59927 184562
1 15790 191874
2 65227 175409
2 6976 39421
1 44534 142991
1 51672 116339
1 64211 110916
1 110238 118136
0 116329 121181
2 24900 90072
2 9462 59504
1 85285 141604
0 7420 123183
0 44743 78956
1 21947 62883
2 54638 56534
0 50068 165555
1 75793 108336
1 23257 196974
2 3399 189747
1 121342 179255
2 29216 64540
2 45316 71960
1 36825 116704
1 151663 179587
1 111035 152473
0 38431 118893
1 27230 146391
1 88839 166839
1 147617 156586
2 31294 194281
2 23497 157138
2 68814 108233
1 15216 105639
1 57302 84804
1 9043 84689
1 39473 71568
0 102216 132353
1 68931 107408
1 55025 118835
0 2671 88491
1 37401 159809
0 50852 184395
2 136263 199611
2 767 54730
2 9810 69136
1 36016 197731
2 121790 130084
0 115367 151145
1 34202 147340
2 39045 100121
1 76447 163535
1 50446 127299
2 6172 179914
1 34644 100241
2 20132 51612
2 4025 56149
1 94291 112263
2 45436 122718
2 40580 109128
1 125601 129820
2 21731 89136
1 139583 189803
2 58623 62107
1 127054 162348
2 112604 130312
2 24317 50690
1 133761 162953
1 85671 89641
1 42604 77240
1 88776 99042
2 110507 159889
1 13535 16662
0 75285 110832
1 104395 118691
2 31296 132602
2 97293 171965
2 22079 118134
2 28072 149617
2 105313 142889
2 4355 128938
2 80596 156940
2 10483 190430
2 37667 47152
0 142062 198684
2 191016 196213
1 4661 40406
0 51641 122795
2 25829 188765
1 85689 131654
1 20857 176944
1 50236 128449
2 40667 62900
0 4171 130366
2 2855 189469
1 50911 115420
1 72178 176354
2 123819 190114
2 109601 149649
1 151690 173512
1 142737 172548
1 17349 116316
1 80250 86844
0 126968 184206
2 116437 119236
1 83700 196327
2 176406 180787
1 166520 169908
1 192473 198176
2 15210 165986
1 108723 163898
1 5882 141391
2 14455 28235
2 128794 147343
0 48030 117106
1 44357 173373
0 61412 141496
1 111404 137981
1 25933 138370
2 41143 88408
2 106489 121393
2 13469 43627
0 21447 58083
2 121778 142379
1 38885 190279
0 128610 154616
0 106374 119006
1 44355 176154
1 99078 199822
1 15964 103838
2 114444 126679
2 121647 140149
2 70242 77948
1 20328 79776
1 101752 126959
1 81576 88110
2 35177 116934
1 93088 123741
2 92910 123710
1 25227 65963
1 139671 165712
1 61319 70501
0 47913 135270
1 58122 127689
2 19105 145793
0 18972 150255
1 147450 185432
1 98653 109174
0 10564 149236
2 21553 131551
1 97263 136381
1 167765 177888
1 19387 159544
2 77510 135500
2 48137 96615
1 31939 87733
2 95741 125257
0 194395 196067
0 121311 159965
0 133125 142865
2 131513 195598
2 69572 173486
2 49382 185302
2 65297 101234
1 65723 189333
1 59162 69808
2 195065 195598
1 1114 107484
0 67449 148509
1 116927 128787
1 48440 156969
0 34364 198767
0 8329 136018
1 37279 117667
2 60091 107000
1 82514 95870
2 78112 163589
1 127049 195578
1 1256 144087
1 113126 189227
2 146196 167862
1 134547 144963
2 69645 191071
1 96976 106924
1 20468 83368
1 9684 95590
1 59179 185060
2 102580 155501
1 20188 33427
1 11507 133315
1 17529 190161
2 49960 68428
1 59499 144122
2 72828 90655
1 93296 154854
0 19332 126054
0 4392 96119
1 144297 159894
1 109673 188053
2 121180 175896
1 27694 152967
1 192586 194006
2 93520 138128
1 28783 180452
2 174308 183638
1 26044 51532
0 122163 140698
2 89044 182812
0 56323 170865
2 43790 146762
0 16081 164572
2 8667 102883
2 18539 25974
1 8565 198991
2 173299 180336
1 45404 141183
2 81882 129804
1 18596 87278
1 143601 183635
1 103743 174699
2 68315 86943
2 87550 143234
2 113525 193530
2 38442 98307
2 18779 31868
1 64183 181770
0 110339 157717
2 45287 172179
1 28922 169453
0 119973 137593
0 123269 168847
2 16182 66503
1 104888 176385
2 12134 74693
1 22913 118371
0 4683 30611
1 84035 162400
1 50931 135693
1 20385 190982
2 74330 106224
2 8857 159530
1 12510 92064
1 187362 196953
1 9087 75738
1 35261 43810
0 13563 74421
1 74809 172400
2 41576 126854
1 117836 156040
2 15778 140412
0 65622 111841
2 14822 78132
0 17009 65494
0 57585 79230
0 92846 132496
2 106410 125027
1 122242 195162
1 36739 198209
1 41459 109131
1 41261 105095
2 43061 153102
1 56909 84276
2 101286 162821
1 65687 180516
2 29365 93991
0 70744 166106
2 28994 192986
1 107547 166691
0 65359 147594
1 162686 170454
0 118191 129867
1 139317 186776
1 65949 154928
1 119682 131636
2 25628 58372
1 6261 108086
2 60560 137080
0 20123 26374
1 28926 84069
1 140610 163108
1 81299 93554
1 115953 136968
1 22629 91897
2 30590 127931
1 102655 135420
2 108917 185967
1 85829 107259
2 112203 137889
1 141130 192418
1 195955 198092
1 7998 86297
0 40304 106507
1 29844 62933
1 9875 19131
2 56407 61648
1 47615 119310
2 6652 71226
1 9115 31073
2 1534 191970
1 113841 153288
1 116490 161362
0 22997 83439
2 142484 169194
2 9779 188325
2 5004 161084
2 80395 102885
1 26035 87047
1 34472 35015
2 142794 156198
2 96082 134863
0 27972 173796
0 12727 57235
2 116072 154139
2 125851 158483
1 47207 89055
0 81275 150093
1 92480 121111
1 127495 148525
2 45 185054
1 51260 139470
1 79232 124078
0 8312 108825
2 149274 162451
2 37286 158916
2 42694 189588
1 64993 123969
2 45080 137144
2 96343 109957
2 6366 95012
1 150834 175535
0 40787 74912
1 79836 100090
1 8824 49364
0 53884 124632
0 24795 114221
1 95566 159265
2 32710 43829
0 45405 137225
1 51771 74468
2 27307 128109
0 33011 184446
1 17145 64282
1 125943 189458
1 43342 197192
1 105727 184489
2 143755 173309
1 81212 103936
1 34195 157513
2 97136 148333
2 76443 171441
1 25806 196580
2 42951 96632
1 13125 168894
0 166086 178983
2 69473 188165
1 77826 106888
1 123517 159038
0 5560 193234
2 6722 16657
1 94516 195878
2 7448 118757
0 26083 104080
0 114044 117206
1 96189 191463
2 28576 82014
2 50179 188902
0 28771 131889
1 34331 117535
2 167341 177046
0 68539 163219
1 81976 152826
1 24412 62920
2 132316 138456
1 46271 86959
2 7687 191199
1 32933 157731
1 5972 52358
0 30821 39860
1 16906 118870
2 85445 129993
2 35633 154624
2 133896 148721
1 66212 82241
1 49320 153171
2 77211 145291
2 6925 26496
2 78854 90164
2 2175 26027
1 61249 64869
2 94904 107595
2 88158 143228
1 8301 79740
1 6894 95735
2 166537 172566
1 83611 117858
2 24588 41135
1 6944 131299
1 111624 133474
1 56165 114695
2 9599 17612
2 14109 180856
1 10202 15077
2 105937 183193
1 17522 188826
1 5023 188789
2 13377 186086
1 20321 193646
1 48298 196413
2 104463 141559
1 38427 147954
0 135635 178297
2 150712 151867
1 50091 133906
1 67780 155209
1 149245 189155
1 175242 177492
2 85240 130521
2 131202 198005
1 55916 65358
2 30561 120223
0 5363 98520
0 110627 166739
2 109741 133182
2 4743 47496
2 57726 153989
1 131481 173097
2 178354 185493
1 50915 109557
2 91267 164635
1 121828 182818
1 43543 155780
1 154171 180730
2 72744 180264
1 27761 98664
0 85487 192364
2 58584 191572
1 160429 166022
1 11345 58417
1 148817 175980
1 75151 95133
1 78025 147283
2 75788 128013
2 757 40291
2 15773 137977
0 124490 156758
1 45880 116062
2 66483 198437
1 56854 181792
0 6659 122023
1 39144 133508
1 11533 193458
0 3674 191315
0 43965 143343
2 75635 98294
2 152041 171404
2 17284 113933
2 119 50762
1 148020 181912
0 89327 104923
1 6614 144067
1 53877 115405
2 45192 171479
1 71918 188535
2 5819 180523
1 39142 132564
1 46497 113306
1 19885 97259
1 124901 161631
1 50958 119475
1 36072 173925
1 86178 89330
2 64169 177161
1 45834 165431
1 171251 187816
1 10393 60797
1 40051 188831
0 166853 176289
2 28642 101190
1 137018 188696
2 170024 173090
2 59268 95420
1 123437 191046
1 85623 131864
1 61217 73440
1 87446 134237
1 39420 46238
2 6273 167880
0 103134 151268
2 56316 83667
1 26340 31510
2 38113 69631
0 80729 145511
1 77375 185341
2 55384 138592
1 96678 142390
1 64717 104981
2 72807 72861
1 57187 175995
0 175461 176014
1 114401 123877
2 59135 193508
0 146786 190589
2 74227 175930
1 3643 147666
2 6499 44344
2 59944 109061
1 98221 185514
2 71760 117358
2 469 47221
1 77974 172601
1 137109 171073
1 248 124010
2 22458 190827
2 194470 198281
2 29048 117321
0 93617 118558
1 79132 196697
2 64050 196490
1 23750 113311
1 85912 159464
0 19056 56985
2 97347 188507
1 119805 148548
1 872 34438
2 63487 117214
0 77900 182045
2 95095 147648
1 75497 148321
2 99247 104402
2 24056 58711
1 138036 194119
0 182627 189126
1 47527 156815
2 115332 164751
2 81965 184670
1 159866 171330
0 23866 51607
2 127368 172188
1 192942 199619
1 16999 101533
0 71387 89360
2 166877 176865
2 25389 50033
2 120058 165365
0 49166 66387
1 154069 158113
2 5676 165458
2 49396 184249
1 49015 162186
1 66901 155721
1 7968 72613
2 39490 170687
2 116032 181231
1 101290 141609
1 15586 66808
1 87880 141274
2 36392 106732
2 90981 125122
0 69689 169519
0 39902 41593
2 27114 165913
1 85713 136600
1 37530 168985
2 110594 123028
2 6595 42532
2 72902 130412
2 83156 176926
1 2978 8279
2 78427 194320
1 34222 35596
1 61336 143313
1 39996 147049
1 176170 184580
1 23960 93575
2 28622 146908
1 19810 30477
2 173607 196736
1 116066 139820
0 110846 113367
1 56434 146442
0 89755 157445
1 24370 46104
1 22274 27896
0 406 32201
1 60823 199863
1 7652 158205
2 97611 130607
1 18869 37432
0 67151 115411
0 39937 122624
1 164060 197383
1 66831 138105
1 149356 166001
2 82760 132813
2 140231 198975
0 10908 157180
1 4139 101396
2 104971 139361
2 24613 54772
2 171453 177396
2 57808 64735
2 40992 47773
1 190348 193266
0 77386 123162
2 179745 193706
2 87202 190653
1 92049 104702
2 19813 197021
1 88709 137986
2 24756 109440
1 740 174175
1 90460 138300
0 47919 118285
1 28463 125305
0 21402 35363
2 38917 129668
1 59971 111466
1 79785 97404
1 22703 84846
1 109602 119126
1 26694 192946
1 40926 117154
2 129898 151791
2 125570 180255
2 44405 118009
1 47677 142984
0 75495 148569
1 129852 172900
1 111955 140859
1 31082 173501
2 140380 148287
1 97658 180897
2 27556 68159
1 119692 153126
2 96530 197531
2 25083 56868
0 5437 192554
1 51641 136349
2 76280 192501
1 82354 101058
1 35437 146994
1 112863 127891
2 23796 112402
1 32094 170168
1 13147 44976
1 70059 90487
2 15504 178966
2 115315 132368
2 22133 191595
2 23853 92653
2 44443 173007
0 62541 73658
1 49733 97454
1 64481 183974
1 65059 113473
2 3960 63169
1 34499 135816
2 68185 127619
2 6670 72380
1 125994 146875
1 94666 119882
2 93981 182423
2 137538 148508
1 93498 129341
2 194400 197903
2 63637 173922
1 124773 199430
0 52392 114189
1 41124 144263
1 82284 83470
1 29311 178137
0 20781 72118
1 2262 9656
1 103154 197549
0 17410 60458
1 69545 197399
2 82593 196829
2 27370 31457
2 81210 171633
2 137633 170269
1 115933 140931
2 136714 180463
1 55328 118770
2 52877 121937
0 29688 138093
2 65001 99233
0 98178 165832
2 129635 191436
1 10845 185784
2 21257 64830
2 122113 140201
0 37281 102576
2 6480 137698
2 59635 101687
1 100048 114080
2 32172 179082
1 61266 161694
2 4398 52702
0 154838 158119
1 92448 116178
1 149001 160858
1 5119 186282
1 18798 109114
2 87806 127153
0 27202 126044
2 59374 193969
2 21068 77480
1 25466 175522
2 3199 99938
2 132468 158073
1 9678 177778
1 14797 119597
1 149947 196696
0 95141 154106
2 80150 85926
1 74440 190471
2 158387 184304
1 19953 159826
1 134220 163025
1 3326 121098
2 15229 81232
2 24491 51178
1 47874 154033
2 59367 109041
1 145294 191202
2 100566 136086
2 10825 185655
1 8165 30778
2 164999 172494
2 84677 153112
2 82262 182551
1 21667 106753
2 60786 75581
1 86179 195794
2 77382 186465
1 94300 140934
1 2226 196307
1 120825 164175
0 9671 169597
2 54397 79135
0 61686 92999
1 30478 83354
2 75287 135487
2 88370 187433
2 16972 173898
1 31184 90869
2 17203 33410
2 154363 197585
1 38654 83535
2 54284 87943
1 21910 147283
0 94113 154491
1 29600 193826
1 34322 93947
1 167646 196599
1 58515 176634
1 75719 167320
2 146434 154314
0 62133 185088
1 73032 179623
1 11294 92601
1 67265 82138
2 41635 75964
2 86263 174940
1 12030 82862
2 139370 175848
1 59521 181542
1 13835 173476
1 75969 79348
1 171944 185107
1 145150 180897
1 48162 168828
1 86619 89797
0 150362 181089
1 109471 164779
0 30491 48841
2 30383 187422
2 20072 120212
1 199156 199560
0 79681 101020
2 33238 46170
1 114442 131351
0 77783 134322
2 84685 117089
1 49464 159009
1 83792 196307
2 17128 183729
2 3801 93632
0 100324 119310
2 182985 198991
1 32230 70295
2 22150 63024
1 138519 140807
1 57896 144686
2 16906 48295
2 17050 61375
1 34178 123296
2 48305 127811
2 144487 177174
1 21956 43825
1 84109 114120
1 136270 192433
2 74789 148460
1 19476 155162
2 130196 184123
1 45498 71047
1 85146 124558
2 45446 133452
1 2839 110626
1 48934 163191
2 38886 133044
2 41829 146811
1 106642 117760
1 145868 178156
2 108352 148225
1 95752 167488
1 20310 120154
2 106998 182108
1 54357 101299
0 29851 64490
1 103376 165523
2 15314 50187
0 1376 84299
2 146520 178579
2 91610 94745
2 62234 72412
0 98740 131416
2 5738 159214
1 36817 176447
2 25046 122650
0 88173 178561
1 19840 181473
1 21216 142566
0 116147 126653
1 7757 88896
0 159491 196521
0 127937 158543
2 87151 177904
2 40320 179374
1 65366 198495
0 160280 198458
2 58105 101798
2 117023 171678
2 43676 125857
2 132572 142908
2 8415 138352
2 28735 166958
1 17857 144863
1 12718 40589
1 100377 155436
1 110687 153894
1 9171 55693
0 27371 43846
0 69580 99738
2 12488 188128
1 67192 167924
2 60592 95927
1 30137 81198
2 42855 105307
0 59584 169736
1 15884 170272
2 95795 138664
2 119549 139641
1 133809 155731
2 75393 143860
1 28136 182253
1 5080 97529
1 86278 179763
1 39564 107937
1 139954 194026
2 112132 126262
2 64927 154556
1 52674 100828
2 10866 34638
1 26383 38639
2 8637 78899
2 102704 106166
1 2281 138789
1 5010 158197
1 14503 30439
1 115452 126635
2 170737 197543
1 38169 50217
2 45242 177436
1 8047 16075
1 31064 94974
1 82217 114031
2 138451 169172
1 174182 197315
0 80468 120973
1 36425 74000
2 77442 123514
0 78035 178515
2 96768 123278
2 47677 49660
1 78742 145287
0 77311 165903
2 9037 15762
0 54452 129429
1 126250 174416
2 250 108883
1 86337 194044
1 172559 177686
2 69327 119253
2 35339 38256
2 89686 180626
0 62881 152443
1 71918 129230
1 75190 126370
1 17138 111684
0 42373 185503
0 45062 95748
1 22749 129508
2 58354 157655
2 12963 109080
2 102649 108182
2 18731 55092
2 90239 100675
1 92217 93861
2 120253 143265
2 105756 118919
1 1505 11175
1 47365 97475
2 5020 72686
1 33577 114100
2 22282 29807
0 41013 123015
1 47604 79105
1 23466 57818
2 1083 94197
2 36355 98418
2 145013 163882
2 153023 177710
1 100133 166748
0 325 105598
1 124026 146484
2 45104 185852
1 64957 137626
0 47175 88423
2 48941 98972
0 170960 197391
2 58756 115087
1 128131 177072
1 28265 170069
1 84439 133863
2 57890 196556
0 19346 163660
0 73324 88130
1 60204 120499
2 90096 169440
1 37423 56752
0 21106 88191
1 65263 85023
1 35333 43002
1 36124 51377
2 32680 92782
2 80672 112693
2 823 54413
2 9464 61027
1 151123 169291
1 28090 104898
1 84280 126004
1 115578 127379
1 75008 170381
1 138111 179055
2 16966 30893
0 29118 111565
0 60617 165979
2 81791 91795
1 23465 61086
2 89176 134578
1 89808 135148
1 23909 121739
1 113099 177933
2 83643 92155
1 25473 25476
1 54591 116342
2 31560 36253
2 40635 113352
1 22396 53169
2 71632 187747
1 39247 142119
2 22258 63156
1 41090 62480
2 41085 73084
1 21799 182913
2 1408 15608
1 8934 51861
1 8849 182439
2 147597 164091
2 6830 135582
1 77701 171450
1 16311 25878
2 2045 78791
1 7663 151876
0 105437 173675
2 28683 91435
1 100369 122873
2 48624 82808
2 4078 163252
2 86434 129054
1 41777 57884
1 83762 193747
1 2159 125226
1 97795 126175
1 27801 31612
1 24369 60295
2 69248 183169
2 49637 148145
1 152223 155227
2 8415 197629
1 39406 113536
2 33154 96359
2 74732 95492
1 89769 172528
1 329 35922
1 72103 141050
1 10299 199719
1 144056 176288
0 131516 171202
2 56283 161600
1 38433 86171
2 173150 182530
1 24333 194375
1 77676 84144
2 36419 57194
2 68324 108522
2 24593 56102
2 59752 168649
2 56204 95196
1 17804 115567
1 17215 56237
1 74622 145739
1 81535 170073
2 47749 163181
1 104944 133706
1 89620 104561
2 62074 132819
2 87727 121827
2 18924 133375
1 48942 81637
1 33337 182509
1 71209 173484
1 91611 171371
2 22740 134552
1 154365 184611
1 89172 122410
1 138343 198976
2 26071 132840
0 35353 44995
1 42985 110422
0 3295 192674
1 63883 152406
1 71846 163609
1 94586 144884
2 90261 165304
2 56934 87714
1 3042 113228
1 31596 135882
1 87587 188143
1 194417 198009
2 1305 165985
2 120062 153711
1 117320 163976
1 95613 178557
1 68818 161802
1 125753 128955
1 155333 185280
1 96300 186929
2 91424 149744
2 2193 48183
0 168178 189607
2 40057 88240
0 154391 168568
1 56924 64181
2 25984 54043
1 71291 132818
2 99307 172923
2 68838 69223
0 18967 90604
1 67150 83606
2 173109 190969
2 99637 129519
1 83910 162016
1 57186 174420
1 27581 49029
2 25161 76751
1 127045 176058
2 161249 184263
2 144761 168205
2 51811 113036
2 83503 159132
2 22149 58769
1 49035 137138
2 111558 160841
1 76940 136829
0 102101 138801
2 128416 145498
1 90954 129761
2 39068 190875
1 6149 20263
1 73084 103766
0 125915 196777
0 91302 166341
0 52144 136168
2 163181 188973
2 17775 44127
0 88895 149121
2 89230 179850
1 18918 190587
2 60150 141419
1 14503 97877
2 94736 127633
1 10326 66716
0 92187 146494
1 26027 29216
2 43185 160155
1 25628 75607
2 53527 114858
0 77561 105446
2 8822 165596
1 63473 160346
0 15637 74561
0 57630 113195
2 102055 149817
1 59412 179033
2 22218 122094
2 14177 28903
2 24607 184056
2 116514 177970
2 27338 103144
0 63491 195934
1 95385 195480
2 38821 108675
1 76231 127082
0 92840 102846
1 24940 51829
2 53843 54620
1 194803 199392
1 59023 111317
0 24099 55007
1 50941 154772
1 62678 181623
1 101499 166683
2 94083 125725
2 34584 103275
1 122476 155104
2 126077 148938
1 105929 125469
2 46976 184492
1 8592 165994
2 79716 188156
2 61339 190161
2 103998 144374
1 10158 70099
2 76104 104683
0 128545 143511
1 92449 122279
1 86208 198378
1 44940 45355
2 114989 127701
2 32209 40045
1 22370 132395
2 3776 42720
2 169230 176656
2 45334 159971
1 46561 90232
2 4608 128863
1 15071 172380
1 176363 181974
1 91352 176060
1 47749 95090
1 10188 96497
0 16625 186626
0 191087 193281
2 69604 98351
1 110298 116165
2 65757 120774
2 9506 113666
2 76305 107832
1 244 651
2 95334 136346
1 20602 21875
1 8501 43580
1 109278 199588
2 14291 144206
2 24468 124590
0 190347 194963
2 10672 20365
1 41453 96670
2 13673 48596
1 63444 66371
1 42393 86973
0 46905 117839
2 9910 156183
1 95262 100389
1 41210 166570
2 36173 70395
1 11347 46845
1 4650 161805
0 20095 169599
2 33043 194982
0 65204 75436
2 157300 193275
2 3185 57898
2 14799 190789
1 21619 97721
2 84468 93391
2 71862 95815
2 154347 173972
2 110420 166207
2 105402 191740
1 83644 170606
1 127907 178874
2 102157 121010
2 92946 135681
1 30917 167093
2 123364 124308
1 148511 196171
0 20504 66870
2 13500 33077
2 141169 176094
2 24814 88084
1 3688 191861
0 5266 41050
1 138207 176731
2 85948 143825
1 47761 183541
2 10395 48404
2 68845 68909
2 17619 198761
1 76813 91207
2 41409 179291
0 87505 176612
1 39722 92771
2 30978 121342
2 33278 95908
2 101391 197392
1 7787 147535
1 106202 192984
2 10603 131740
2 3768 190355
1 45178 106491
2 21790 163794
1 24785 177865
2 43178 99207
0 38303 111467
2 93605 129210
0 48800 76746
1 99300 136048
2 31040 124908
2 112530 137747
2 160591 191359
1 124385 165831
2 65522 144161
2 15261 108700
2 63356 117340
2 156961 169050
2 18151 122114
2 58162 191392
1 99422 157618
2 11952 134447
2 31396 119663
2 1847 173524
2 137442 146008
1 79225 161269
2 36567 194962
2 80364 105376
2 14867 19747
1 6260 10865
2 17635 163878
1 14677 55445
1 46073 114651
1 19597 167152
2 27686 157039
1 70094 152616
1 105535 137555
1 68371 127263
2 72501 147011
2 74228 82393
1 91863 183151
2 147308 183332
2 111817 178312
2 76317 145464
1 42665 89503
2 75949 155020
2 13504 28645
0 13584 198228
1 70729 78887
0 69475 159058
2 45488 52626
1 12149 152310
2 64127 193486
2 20897 56797
1 99462 184258
0 104658 170834
1 10378 115832
2 21634 129416
2 8304 160154
2 78388 83714
1 70851 129202
2 57703 71528
2 51190 135866
2 72087 94868
2 56345 115687
2 26008 77355
1 87734 128631
1 109368 161111
1 108170 185874
2 9607 64263
1 96871 135114
0 6642 153114
1 45315 58861
1 34347 153729
2 80177 185768
